article_id,hypothesis_text,linked_theory,linkage_strength,inference_type,mechanism_specified,mechanism_description,linkage_explanation
Study262,The kinematic difference between the dominant and nondominant legs would be greater at initial contact during a single-leg drop vertical jump.,NA,none,none,FALSE,NA,"The hypothesis is an extension of the first, specifying when the expected difference would be most pronounced, but it is not derived from any cited theory."
Study263,The sequence of plyometric and dynamic stretching exercises influences subsequent sprint performance.,Post-Activation Performance Enhancement (Pape),implicit,consistent,FALSE,NA,"The hypothesis is consistent with the PAPE framework, which predicts that certain conditioning activities can enhance subsequent performance, but the specific prediction about exercise sequence is not a direct deduction from the theory."
Study264,American pitchers would have less elbow flexion at foot contact compared to Japanese pitchers.,NA,none,none,FALSE,NA,"This hypothesis is empirically motivated by prior comparative studies, not derived from any theoretical framework."
Study264,American pitchers would have greater shoulder external rotation at maximum external rotation compared to Japanese pitchers.,NA,none,none,FALSE,NA,"This hypothesis is empirically motivated by prior comparative studies, not derived from any theoretical framework."
Study264,American pitchers would have faster ball velocity compared to Japanese pitchers.,NA,none,none,FALSE,NA,"This hypothesis is empirically motivated by a prior finding in professional pitchers, not derived from any theoretical framework."
Study264,"American pitchers would have increased throwing arm kinetics compared to Japanese players, associated with higher ball velocity.",NA,none,none,FALSE,NA,"This hypothesis is empirically motivated, linking observed kinetic differences to the expected velocity outcome, without a theoretical causal model."
Study265,"8 weeks of in-season RT in Division I NCAA football players in the LVHI exercise group would result in significant increases in lower-body strength, power, and acceleration, whereas the EHVLI exercise group would result in maintenance or even decreases in the same variables.",NA,none,none,FALSE,NA,"The hypothesis is empirically motivated by an observed coaching practice and a contrast with evidence-based guidelines, not by a formal theoretical framework."
Study266,Prior cues would influence action anticipation.,Bayesian Integration Framework,implicit,consistent,FALSE,NA,The hypothesis is consistent with the Bayesian framework's principle that prior information (cues) is integrated with current visual information to guide predictions.
Study266,Expert goalkeepers would outperform novices on the cue-anticipation task because long-term sports training may improve the efficiency of information processing related to their field of expertise.,Information-Processing Framework (Expert-Novice Paradigm),explicit,consistent,TRUE,Long-term sports training improves the efficiency of domain-specific information processing.,"The hypothesis directly references the expert-novice performance difference, a core prediction of the Information-Processing/Expert-Novice Paradigm."
Study266,The amplitudes of both cue-locked and target-locked ERP components would be influenced by prior cues.,Bayesian Integration Framework,implicit,abductive,FALSE,NA,The hypothesis that neural markers (ERP amplitudes) will be modulated by prior cues is an abductive inference from the general Bayesian principle to a specific neural correlate.
Study266,The ERP components would show a between-group effect (experts vs. novices).,Information-Processing Framework (Expert-Novice Paradigm),implicit,consistent,FALSE,NA,"The hypothesis extends the expert-novice behavioral difference paradigm to the neural level, which is a common and consistent application of the framework."
Study267,"Those who used the spatial occlusion goggles during the training intervention would benefit through (i) a significant improvement in pass accuracy, reducing outcome error",Information-Processing Framework,implicit,consistent,FALSE,NA,The hypothesis is consistent with the information-processing view that training with degraded visual information (spatial occlusion) forces adaptation and improves skill execution when full vision is restored.
Study267,"Those who used the spatial occlusion goggles during the training intervention would benefit through (ii) a significant improvement in football control, reducing control error",Information-Processing Framework,implicit,consistent,FALSE,NA,"The hypothesis aligns with the information-processing principle that limiting one information source (vision of limbs/ball) may enhance the use of other proprioceptive/kinaesthetic cues, improving motor control."
Study267,"Those who used the spatial occlusion goggles during the training intervention would benefit through (iii) a significant improvement in concurrent number call task, reducing number call error, once full visual conditions were returned.",Information-Processing Framework,implicit,consistent,FALSE,NA,"The hypothesis is consistent with an information-processing view that training under occlusion may reduce the attentional demands of the primary motor task, freeing cognitive resources for a secondary task."
